time,open,high,low,close,Volume,Histogram,MACD,Signal line
2025-09-15T21:30:00+08:00,129.9,131.47,128.06,130.62,312335,-0.3441202707350204,2.4726042517250306,2.816724522460051
2025-09-15T22:30:00+08:00,130.6,130.62,125.08,126.38,209862,-0.47975504133314795,2.217030720793616,2.696785762126764
2025-09-15T23:30:00+08:00,126.38,128.51,125.66,127.85,89059,-0.47039285104786943,2.1087946983169275,2.579187549364797
2025-09-16T00:30:00+08:00,127.97,131.48,127.85,130.92,123340,-0.2674597736573392,2.244862832293123,2.512322605950462
2025-09-16T01:30:00+08:00,130.92,131.21,129.82,129.99,45778,-0.20849936191326846,2.2516984035588763,2.4601977654721447
2025-09-16T02:30:00+08:00,129.93,134.84,129.68,134.25,216631,0.08881985744111542,2.571222587273539,2.4824027298324234
2025-09-16T03:30:00+08:00,134.19,135.78,133.68,134.13,242720,0.24022798891002628,2.7826877159699563,2.54245972705993
2025-09-16T21:30:00+08:00,139.85,142.5,134.2,134.29,489450,0.3095662305072362,2.9294175151939754,2.6198512846867392
2025-09-16T22:30:00+08:00,134.38,136.5,133.93,135.415,137779,0.3847083114162215,3.100736673957016,2.7160283625407944
2025-09-16T23:30:00+08:00,135.48,136.04,134.34,135.72,102252,0.40634174192845407,3.223955539951362,2.817613798022908
2025-09-17T00:30:00+08:00,135.78,138.1,134.82,134.94,156352,0.32313462656529435,3.221532081229526,2.8983974546642317
2025-09-17T01:30:00+08:00,134.96,136.7,134.66,136.36,59934,0.31823971384842675,3.2961970969747654,2.9779573831263386
2025-09-17T02:30:00+08:00,136.4,136.5,135.35,135.65,63179,0.226029015391088,3.2604936523651986,3.0344646369741106
2025-09-17T03:30:00+08:00,135.66,136.155,134.11,134.7,104704,0.06809290604029172,3.1195807695244753,3.0514878634841835
2025-09-17T21:30:00+08:00,134.985,146.5,134.5,134.89,807019,-0.05016240647101977,2.9887848553954086,3.0389472618664284
2025-09-17T22:30:00+08:00,134.89,135.34,132.06,134.27,324632,-0.18892540279977288,2.802790508366712,2.991715911166485
2025-09-17T23:30:00+08:00,134.32,134.69,133.33,134.08,74615,-0.30539583783264934,2.609971113875673,2.9153669517083225
2025-09-18T00:30:00+08:00,133.92,134.2,132.39,133.29,84147,-0.43938269406222696,2.366138584130539,2.805521278192766
2025-09-18T01:30:00+08:00,133.25,135.5,128.62,131.49,229813,-0.6407790897601631,2.004547415992562,2.645326505752725
2025-09-18T02:30:00+08:00,131.49,132.05,128.28,131.81,216225,-0.7371150345475521,1.7239327125682848,2.461047747115837
2025-09-18T03:30:00+08:00,131.76,131.79,130.19,130.845,93869,-0.8428766983889164,1.4074518741296913,2.2503285725186077
2025-09-18T21:30:00+08:00,134.7,140.65,134.08,139.62,589349,-0.32549688706926316,1.8434574636820287,2.168954350751292
2025-09-18T22:30:00+08:00,139.59,141.42,138.89,140.88,299964,0.07648615364297529,2.264562042805011,2.1880758891620355
2025-09-18T23:30:00+08:00,140.91,141,136.25,136.76,143767,0.04155476015105286,2.2400193393508516,2.1984645791997988
2025-09-19T00:30:00+08:00,136.8,138.43,135.68,137.52,130681,0.04594051283358613,2.255890220241781,2.209949707408195
2025-09-19T01:30:00+08:00,137.46,143.58,137.36,141.15,272957,0.25779157007092746,2.5321891699968546,2.274397599925927
2025-09-19T02:30:00+08:00,141.24,142.47,140.05,141.57,149376,0.38313001845596606,2.7533101229958845,2.3701801045399185
2025-09-19T03:30:00+08:00,141.59,141.9,139.95,140.32,205906,0.3402248616770245,2.795461181636199,2.4552363199591745
2025-09-19T21:30:00+08:00,144.78,147.69,140.19,146.31,437566,0.6553814765770274,3.2744631656804586,2.619081689103431
